Country,Year,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Senegal,1984,45.89934036,20.46449,21.6891,0,7.16,0.546489441,-1,0.267564634,33.98124925,67.69999695,88980,492.0441587,17.08497357,4.956678553,0,49.18998716,1395.705742,0,0,83.9,7.791238944,3.850307421,52.946,26.86885372,37.8661034,0,17.72266667,0.064705691,17.15166855,27.21849632,7.373680592,0,2.898835333,6051962,30.764,0,63.59,6466.58,15.89996321,0,15.19017634,128.2,2985610845,38.57057346,-15.20873791,27.43566132,37.193,3.860615002,3307.333333
Serbia,1984,57.80928424,25.75549,26.19215,83.23177868,2.309,5.286125766,-5,2.093457132,26.14243571,0,24600,946.1906748,184.8503534,0,0,49.41261422,15526.09812,0,0,34.6,34.06612726,35.20884141,70.498,0,0,0,31.70133333,0,2.0766205,3.150113,1.03267445,0,0.280805159,9215339,104.292,0.895,101.643,0,1433.819624,8.366194667,23.11100986,29,7114603130,284.0532826,-23.27017851,7.464359,47.902,0.378050084,52022.66667
Seychelles,1984,13.04347826,22.55543,25.04393,0,3.307,1.497572118,0,3.103030303,65.95824361,0,410,4067.235286,338.8131018,1.295883969,0,62.65330962,9106.193127,0,0,18.9,2.930443359,17.9803597,70.713,0,0,0,0,1.04858353,3.226769209,5.472403526,0.845859349,0,0.802703474,66107,145.29,0,103.6342222,0,0,0,27.97714982,59.9,272105407.2,381.5867178,3.304933995,10.57620716,49.3068,0.772691885,99
Sierra Leone,1984,38.59257191,21.53877,21.64971,0,6.945,0.178389657,-7,0,10.62465666,83.5,29220,295.4598754,3.533904945,27.64816666,0,12.40520256,1402.520466,0,0,160,39.76725934,0.143442011,40.616,34.82679013,47.92760841,0,19.793,0.074699998,39.78190994,71.17311096,9.830337524,0,2.327821736,3453115,48.134,0,59.928,47980.645,0,0,9.851745683,150.875,1020256928,34.24854014,-1.780545908,57.27065659,31.0762,3.926309217,616
Singapore,1984,8.955223881,22.82848,23.48332,39.57918611,1.62,12.6181277,-2,2.455683016,157.4029387,48,20,11717.81261,353.36356,53.91320378,2.529999971,157.5996529,17312.22271,0,0,9.4,0.582371771,34.71508211,73.497,87.72772546,97.8963576,0,25.94966667,0.932528272,2.80377,3.916275,1.724378,4.496102886,1.884408245,2646959,3875.489,0,0,233.62,487.0928959,7.32642,14.65301075,6,32013064064,925.3636064,-0.196714198,13.97819,100,1.884408245,33399.66667
Slovak Republic,1984,45.50415801,25.69851,26.18809,0,2.246,7.472020542,-7,3.933968872,64.04339523,95.09999847,19210,4953.525362,443.776838,4.387555132,0,68.08417839,11735.03758,4.453333333,19.02333333,20.4,5.915813711,32.47175587,70.73,0,0,8.966666857,29.88133333,3.16,1.94868925,2.71746625,1.216852025,1.216839938,0.68746266,5110779,104.231,0.392,101.02075,0,542.3261154,8.7655135,14.66767907,50.108,25397205025,606.2302036,-4.059469019,13.9966625,53.6684,1.637771789,40251.93333
Slovenia,1984,25.72989076,25.85281,26.36901,0,1.794,7.506690856,-5,3.277237334,58.33995781,84,12330,10200.13248,980.9141472,4.860125806,0,58.73776043,18272.76075,3.38,24.64,13,46.41662235,29.71280432,71.34,99.65247,99.82697,0,33.00133333,1.861099958,1.68223776,2.1937924,1.17176506,0,0.510213263,1874446,92.538,0.1,101.25425,0,1377.864223,17.28676667,19.98232139,42.576,20405934021,1328.065473,-0.397802625,17.235136,49.273,1.135221659,14905
Solomon Islands,1984,2.286530904,24.45388,24.54781,0,6.349,0.548167854,7,0.12693716,38.10559006,67.5,22680,1157.597211,49.29281159,0,0,56.05590062,1579.086654,0,0,35.4,9.433992279,1.099913266,57.705,0,0,0,17.69966667,0.17167034,1.211966634,1.717048407,0.687975287,0,3.118238973,260869,9.028,0,88.94133333,196759.05,0,0,0,70,473532069.8,53.41998007,-17.95031056,7.180696011,12.0616,6.245835823,143
Somalia,1984,70.16928619,21.05783,21.04014,0,7.112,0.111376181,-7,0,14.58875358,52.59999847,75150,0,2.613922405,0,0,61.07956252,1037.585015,0,0,113.2,71.67052001,0.554412917,46.001,0,0,0,17.65766667,0.071400002,1.850624681,2.370224237,1.334260225,0,-1.568444992,6419685,10.068,0,54.316,3127.16,0,0,0,71,0,5.85484977,-46.49080894,20.17230034,27.8062,-0.626098502,715
South Africa,1984,77.85042035,23.2704,27.16349,0,4.402,9.809658409,4,2.832522568,25.47384911,57.70000076,69330,3389.641627,138.3183483,6.056215027,0,23.65713059,8389.869422,1.28,44.93,56.6,11.51967115,4.68341998,59.31,79.30129651,89.53550167,0,20.56866667,0.662433334,70.84754944,121.1436768,23.31558418,0.448626059,2.594750797,32204995,26.375,42.9,99.79666667,1702.865,473.1184789,0,25.74093117,66,1.03E+11,354.7407421,1.816718514,43.51369095,49.1826,2.980589741,315920
South Sudan,1984,0,0,0,0,6.806,0,0,0,67.26265938,0,0,0,0,0,0,0,1669.143267,0,0,165.6,0,0,40.008,0,0,0,0,0,0,0,0,0,2.909849783,4681151,0,0,0,0,0,0,0,0,0,0,0,0,9.579,5.715305567,0
Spain,1984,61.32468365,25.43313,25.22648,33.57559397,1.728,5.188722823,10,1.815877916,21.84694594,34.09999847,169880,9023.888526,1320.856507,7.06736265,4.449999809,19.73888255,14342.73031,2.574723381,26.61201267,11.9,10.86473367,23.63191748,76.46,97.63060774,99.56430812,10.5,32.65466667,3,1.182219,1.979805,0.4000666,1.167948422,0.40875436,38339878,75.772,0,101.739,3042.34,611.7954519,4.38141,13.622114,18.942,3.45E+11,1838.954528,2.108063382,13.95614,73.9282,0.794736966,198935
Sri Lanka,1984,36.85217669,20.59544,21.29937,0,3.012,0.23533062,5,0.324694802,28.8040014,44.20000076,20820,506.3194359,20.05137495,1.48138193,0.25,34.74366813,1771.429096,3.57,29.17,28,20.30050522,2.005672631,69.087,90.55795051,97.98180225,0,22.99333333,0.334992636,6.348057,10.90288,1.561512,0,1.199240678,15986020,243.652,46.68,101.929,3366.965,47.32028123,74.18094,15.23004334,28.075,7900102158,42.35636947,-5.939666723,7.687741,18.143,0.326687468,3762
Sudan,1984,46.56776094,20.8473,21.04655,0,6.535,0.192611517,-7,0.39699937,8.458315847,31.70000076,704910,264.1676646,11.43144571,1.10079083,0,16.46824082,1660.506045,0,0,84.8,33.63632109,2.744336662,54.641,61.34587311,78.15558788,0,18.02033333,0.096199997,30.99819756,50.9930954,11.00441742,0,3.109030735,18198981,9.131,0,71.607,3286.225,23.16027544,0,0,69.33333333,6097861523,36.03787538,-8.009924974,50.11398697,22.3414,5.876178327,3505.333333
Suriname,1984,0.493589744,23.52685,25.08308,0,3.471,4.174744942,-6,1.34621155,43.36052769,42.40000153,147760,2283.224449,105.3043742,5.516390727,0,48.78204377,5518.301344,0,0,54.5,1.700679796,7.467191291,66.758,92.10949768,97.14877977,5.800000191,20.327,0.790899992,9.13236273,22.30738831,3.8906703,0,0.704953201,372398,2.273,0,104.9102,312980.695,0,0,0,43,850268218.4,226.6873223,-5.421516085,30.96791267,57.0256,1.596941839,1554.666667
Swaziland,1984,73.77906977,21.52619,26.23323,0,6.459,0.490440333,-10,0.399569331,55.50376727,71,5180,861.2101876,66.3414588,0.253299142,0,92.74845378,3725.861208,0,0,66.2,11.06496265,3.035887097,56.914,68.49286955,83.65784351,0,16.734,0.14782362,25.77063751,40.64889908,13.3564167,0,3.253243602,680341,39.181,0,93.759,7173.703,0,0,24.30881783,93.66666667,585916600.3,109.9234164,-37.24468651,30.68395805,21.0124,7.093339807,333.6666667
Sweden,1984,8.800019496,24.86689,24.47282,0.694958604,1.658,6.879306991,10,5.21625146,36.90690748,88.30000305,273890,20808.10527,2776.868319,15.82806391,9.100000381,32.76296774,21928.84808,3.58015678,22.18160205,6.5,7.557949949,46.01780049,76.92,0,0,0.400000006,37.28833333,2.6,1.099291,1.365824,0.834587,2.099971608,0.090869615,8333446,18.52,0,106.117,20742.275,4041.064224,16.97179,21.93297921,12,1.73E+11,3342.144491,4.143939737,9.117846,83.0974,0.093998522,57328.33333
Switzerland,1984,50.525,25.246,23.77108,0,1.535,6.105218106,10,3.239369965,36.5440469,57,11940,29758.31714,2913.029705,19.87531534,9.520000458,35.72791125,29128.18896,2.875513501,25.90952158,7.4,3.759637938,39.84800558,76.82,0,0,0.899999991,35.392,2.6,0.935819,1.151556,0.7476833,1.842896502,0.359111652,6415987,155.411,0,94.533,8105.36,1745.268365,23.03047,9.964013739,7.514,1.88E+11,5071.810003,1.546105398,15.65114,63.5848,2.948300485,39171
Taiwan,1984,0,22.70801,22.53605,0,2.055,4.45426121,-7,0,0,0,0,0,0,0,1.460000038,0,9352.63795,0,0,7,0,0,72.75,0,0,0,0,0,0,0,0,0.897762406,0,19083000,0,0,0,0,493.3984603,0,0,23,0,0,0,0,0,0,85000.66667
Tajikistan,1984,32.90082881,24.27539,24.34917,0,5.51,0.603726372,-7,0.44034931,49.2168402,89.80000305,4100,245.3328184,4.318696635,41.7450495,0,63.6145242,3849.374364,3.21,26.4,95.1,175.9521038,2.968693167,63.245,99.45124826,99.84706266,0,19.381,2.294700007,3.300565481,4.139714241,2.38942647,0,2.943983907,4429847,30.956,49.88,89.34866667,2895.703,378.6732994,0,8.762003091,32.925,1415435679,17.26200525,-14.397684,4.796921253,33.4458,2.315688366,3591.133333
Thailand,1984,39.24719607,20.65286,21.90757,0,2.707,0.895132709,2,0.444297615,21.90138334,85.90000153,190040,904.4130074,67.028171,27.4471635,0,26.16788251,2581.974657,2.56,35.15,40.6,1.447869426,6.536432092,67.028,90.31415233,97.42136788,0,22.64366667,0.159999996,8.509845367,10.6702795,2.973633289,0.226852213,1.900094669,51346204,100.068,21.706,98.47425,8910.5866,93.65719222,0,16.18174351,43,46438174779,106.5483274,-4.266499177,24.31255722,27.8342,2.841488724,45961.66667
Timor-Leste,1984,19.43510424,19.98943,19.85139,7.108873591,5.324,0.178638975,6.5,0.059546787,0,57.70000076,8540,348.5492054,29.99466746,0,0,0,1829.712042,0,0,163.5,4.396980306,0.16415625,41.912,0,0,0,17.85,0.1,16.25145912,28.24912453,4.301686764,0,3.527568467,639513,42.995,0,95.1095,0,0,0,0,67.33333333,333725110.7,41.72537684,0,16.56348419,18.147,5.846642239,183.3333334
Togo,1984,56.71998529,20.96319,20.51905,0,6.957,0.199204991,-7,0.316723826,51.24282926,56.90000153,4860,285.9872459,7.35062363,1.931559689,0,53.34607958,1221.053455,0,0,97.4,1.879445302,0.942185828,54.276,53.1775995,74.43957115,0,17.87233333,0.117399998,16.7136364,27.04844475,6.937391758,0,3.537563878,3055479,53.808,0,57.063,4994.92,33.49856317,0,14.64933635,73.66666667,873823475.7,23.4024354,-2.103250318,26.62271309,26.1822,4.998791848,608.6666667
Tokelau,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,141.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,1984,45.83333333,27.05085,28.29938,0,5.266,0.508016356,0,0.568374449,26.60802338,17.39999962,90,1400.902881,99.8265465,0,0,62.95502042,3626.125858,0,0,22.6,6.51437912,3.665333835,68.478,99.24891582,99.56400874,0,17.54433333,0.411899999,0.61610806,1.125645399,0.095892884,0,0.067165972,93829,144.352,0,101.685,0,0,0,0,21.66666667,131445316.4,127.0343097,-36.34699704,5.288154125,22.0452,1.082958565,47.66666667
Trinidad and Tobago,1984,14.42495127,25.07835,26.49088,0,3.151,15.15657064,9,4.138295279,32.13142096,54.59999847,2340,6028.606869,218.2845712,0.673876284,0,33.75109937,8647.690186,1.965,30.515,32.7,5.510807496,17.48469052,67.428,96.67909452,99.35555612,4.266666651,22.38533333,1.043300033,5.983555,8.802029,3.200459,0,1.643010138,1156858,225.508,11.065,100.877,3487.349,713.7771399,12.63335,26.47000082,41,6974242086,460.5113859,-1.619678416,20.14339,9.8502,-0.895013994,17534
Tunisia,1984,57.27342945,22.53428,25.07399,0,4.645,1.614548885,-8,0.567394611,32.96269727,19.5,8370,1575.249255,89.55363608,3.255558283,0,44.32817666,3693.062361,2.37,31.62,54.4,6.981202309,9.621773071,65.214,48.19070196,74.28412226,0,20.685,0.588959848,1.732626796,2.966651917,0.512045562,0,1.970485954,7151430,43.71,12.82,76.571,700.2859,90.34923927,0,19.75854793,9.05,11093771860,167.5897059,-11.36547938,28.17096901,53.185,3.207778972,11546.33333
Turkey,1984,48.87153567,23.94047,26.39637,0,3.844,1.980700064,7,0.767442967,15.60671624,27.60000038,101460,2818.239598,221.3860233,2.224223118,0,19.67341556,4784.94986,0,0,74.1,48.23683253,13.22610249,61.113,76.52991447,90.14728841,3.179999924,21.19133333,0.7,2.863645554,4.748538971,0.969911695,0.351153051,2.247846523,48360679,61.719,6.67,77.291,4594.58315,86.88986044,0,18.58659043,46.4,1.36E+11,313.6871954,-4.066699311,12.11808968,50.7144,5.725997458,95788
Turkmenistan,1984,68.9766561,24.48779,24.18802,0,4.718,8.581862071,-7,3.370906088,72.58705888,86.80000305,41270,765.4058898,40.69269939,4.952147411,0,58.8879715,5781.666768,5.12,21.51,83.8,669.7110729,0.879112055,62.189,0,0,0,20.75166667,3.299924999,7.617405289,12.86595223,3.050926289,0.975276701,2.421619479,3151262,6.456,50.22,0,6363.139,287.0509589,10.53069067,0,20.66666667,4511610307,63.74625374,13.69908738,13.06992044,46.1964,1.94566051,38684.8
Turks and Caicos Islands,1984,1.052631579,0,0,0,0,2.374265568,0,0,0,0,340,0,0,14.38936708,0,0,12375.93082,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,4.796596566,9096,21.153,0,101.12,0,0,0,0,25.6,0,0,0,0,63.403,8.06049132,71.50000002
Tuvalu,1984,66.66666667,0,0,0,0,0,0,0,0,0,10,1395.523077,344.2652084,4.249648864,0,0,2619.222424,0,0,48.5,7.955672334,10.12081979,0,0,0,0,0,0.636,1.924120665,3.283766508,0.493939221,0,1.463152946,8537,328.346,0,0,0,0,0,0,33.03333333,13965783.49,344.6467286,0,13.25611019,33.3652,4.153892789,0
Uganda,1984,57.55467694,21.36312,20.58863,0,7.103,0.040726255,3,0,12.69242258,87.80000305,38690,185.9159382,5.637434355,2.285987052,0,14.32515675,630.5232015,2.82,32.345,115.2,25.27681023,2.197077673,49.352,0,0,0,16.14566667,0.044100001,33.07697678,55.5644455,11.25357246,0,3.185343876,14315090,59.389,87.29,85.5104,5017.6,0,0,11.34543358,162.6666667,2661403388,25.27408219,-1.632734172,35.31607056,8.8284,6.919652651,583
Ukraine,1984,71.74379981,24.9525,26.3347,0,2.041,8.280019721,-7,3.169586655,48.04245023,92.30000305,95100,984.5852821,63.89465429,4.675687066,0,47.24339099,7703.998431,3.76,22.61,20.1,315.9958903,3.805797135,69.57,0,0,0,33.779,3.909199953,10.3757858,15.8258742,5.3900732,0.526285326,0.375057192,50769702,84.098,4.922,99.7785,2708.578,617.2531582,16.936434,15.08637895,51.476,48905638152,109.9886005,0.799059243,15.142752,64.0834,1.31196731,408276.7333
United Arab Emirates,1984,2.775119617,25.51162,27.6941,0.385923488,5.141,36.2707615,-8,9.442020782,71.29630896,24.60000038,3100,47169.81578,688.1359717,1.354405888,0,61.41994456,41475.71132,0,0,21.1,-6.0974672,29.28299765,69.383,0,0,0,24.27833333,0.953199983,0.459561378,0.609812081,0.132411271,4.506610582,4.968027177,1279010,15.299,0,97.605,272.7895,3366.50871,0,0.703922074,26,60330666087,1034.590636,9.876364398,29.01392555,79.9852,4.741741486,46390.66667
United Kingdom,1984,75.2366387,25.00774,24.57154,0,1.796,9.37840835,10,3.366687721,28.32928681,66.80000305,27930,16707.75076,2026.479621,25.05736381,5.989999771,28.11953454,19309.6655,0,0,10,4.576405592,35.01311666,74.83,0,0,4.900000095,35.83666667,1.4,0.9109018,1.128847,0.687187,1.587830287,0.158261863,56436762,232.346,0,101.472,2590.935,1486.181198,6.184602,27.53374674,27.6,9.08E+11,2484.026548,0.209752268,9.661904,78.4082,0.135052699,529287
United States of America,1984,47.10130845,25.9069,25.52017,0.038359379,1.792,18.7187054,10,7.443204758,7.753050969,68.19999695,3001950,24554.40288,2531.361794,30.66125744,12.27000046,10.38611424,29785.25419,1.878162066,29.85266373,10.9,3.755696957,40.10795555,74.81,0,0,0.899999976,31.585,1.854,8.002052,12.32158,3.827373,3.028862409,0.865817282,238794274,24.799,0,99.399,12954.625,3290.880468,13.38203,10.15010007,49.426,5.79E+12,5663.501084,-2.633063276,18.3195,74.3428,1.069406609,4469919.667
Uruguay,1984,85.27025483,24.49525,23.64983,0,2.546,1.1533875,-7,0.673079996,26.58062089,58.79999924,14120,4450.496128,353.9311918,3.098711442,0,21.37545371,6366.469352,1.823333333,32.72,26.5,56.34959964,17.26399017,71.343,97.47268502,98.77419103,0,30.204,1.925699949,2.576359,4.276851,0.9923419,0,0.643689881,2991478,17.093,2.926,104.76225,46714.025,461.2720658,7.228738,17.07582853,64.06666667,13313561256,583.9871776,5.205167173,8.895536,86.834,1.059135813,3450.333333
Uzbekistan,1984,64.0112835,24.6689,24.3106,0,4.616,4.772276021,-7,1.977747705,32.608184,90.09999847,32120,634.6498948,18.16455617,0,0,34.46422583,2166.406137,5.56,20.4,71.6,145.8797594,2.996522045,66.736,98.64258347,99.87434931,0,20.72433333,3.094120053,4.9251158,7.5003306,2.4721014,0.35136046,2.600504714,17715706,39.597,0,97.664,2343.638,285.9472996,9.0087556,0,27.25,15137990047,36.61581901,-1.856041832,11.8001368,40.734,2.571025731,116262.6667
Vanuatu,1984,11.07465135,23.75134,23.70879,0,5.282,0.432740348,0,0.14594208,57.67600922,84.30000305,4400,1402.744376,52.63897988,0.355693163,0,62.2407256,3507.641223,0,0,40.1,12.1664443,3.545226267,60.467,78.12244,91.99186,0,17.48966667,0.181030773,1.013819337,1.766842961,0.248659775,0,2.263881303,127097,10.427,0,94.68933333,0,0,0,19.79847395,56.33333333,178284602,65.5006741,-4.564716378,7.808640003,16.3256,4.721933801,55
Venezuela,1984,24.25032595,24.9844,25.15139,0,3.861,5.543785569,9,2.357243111,26.81107272,38.70000076,491510,4923.357323,131.6307463,2.704610911,0,18.7783731,9500.515805,1.2,36.91,30.4,14.60903757,7.609295147,69.285,0,0,0,19.86466667,1.435799956,13.60935558,24.85806167,2.2640985,1.029471529,2.81022423,16813481,18.435,19.53,106.164,83552.605,488.7692931,8.0484685,13.44400348,100.6333333,83662996974,304.3375034,8.032699616,26.933885,81.377,3.485910808,93210.33333
Vietnam,1984,21.22953086,19.13046,18.8814,0,4.359,0.297641637,-7,0.273410517,46.37510355,83.90000153,117250,198.5291059,10.99984338,6.779599089,0,54.93068809,777.0613592,3.16,31.63,42.6,81.01489951,8.032765633,68.701,90.15612936,94.83651428,0,21.183,0.634033335,4.341927052,6.796694756,2.016441822,0,1.813590022,58959045,177.754,50.155,95.47833333,16365.785,21.10585677,0,0,26,11453473962,34.49474814,-8.555584539,15.51379299,19.4982,2.136190832,17548.66667
Wallis et Futuna,1984,0,0,0,0,0,1.6892461,0,0,0,0,0,0,0,0,0,0,2411.670573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13207,66.035,0,0,0,0,0,0,15.95,0,0,0,0,0,0,23.83333334
West Bank and Gaza Strip,1984,63.62126246,24.65582,25.66677,11.77628328,6.818,0.439993389,0,0,15.75532715,12.60000038,90,1207.954356,0,0,0,71.23828722,4631.302084,0,0,46.9,5.591422586,9.765444426,65.32,93.16931336,99.04601964,0,16.759,0,0,0,0,0,3.72351223,1705584,283.32,0,101.892,549.35295,0,0,0,65.66666667,3612658847,0,-55.48296007,0,64.6504,4.165209982,1570.555555
Western Sahara,1984,0,0,0,0,5.08,1.009323604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.297,0,0,0,21.41266667,0,0,0,0,0,0,178007,0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,179.6666667
Yemen,1984,0,0,0,7.220635188,0,0.387489504,0,0.273447313,32.91488526,0,0,533.0693347,15.04057613,0,0,0,0,0,0,65.01666667,21.55630887,1.963586114,0,0,0,0,0,0.28,0,0,0,0,3.553553981,0,33.819,0,63.248,0,0,0,0,0,9632799751,39.1987111,0,0,26.32256,5.625701436,2948
Zambia,1984,26.87956523,19.7807,21.55815,0,6.865,0.428820358,-9,0.734249292,35.07199617,50.70000076,511340,420.8147785,20.96589003,1.4156077,0,33.23261196,1279.198766,1.475,39.065,102.5,18.33123063,1.940922588,49.083,0,0,0,16.99066667,0.100857433,30.48897171,51.67977905,10.44654942,0,3.196531098,6575403,8.737,81.155,83.42266667,17667.605,70.25136779,0,17.83499299,150.6666667,2751916639,35.93380588,1.839384213,30.79485512,39.687,3.11593265,2819.666667
Zimbabwe,1984,32.48028952,21.53383,25.23836,0,6.435,1.164131788,1,0.811880668,20.56113846,76.90000153,188940,493.3648308,30.41732784,3.560080544,0,20.80499647,728.3713442,0,0,55.1,-16.5947481,4.595567262,61.246,83.51257977,95.41135812,0,16.97466667,0.174332069,37.71518707,63.48028564,13.03530884,0,3.93519981,8523090,21.812,0,89.354,2699.49,112.3803616,0,22.32692358,73.66666667,4204992856,58.38539951,-0.243858009,40.26741791,24.8054,6.419297649,9922
Afghanistan,1988,58.32298422,21.34018,20.71512,0,7.682,0.235864739,-10,0,17.56274695,30.20000076,13500,0,2.679386285,0,0,28.35535173,2310.032382,0,0,129,13.21197502,0.892824482,46.88,0,0,0,17.36033333,0.034844249,3.83731842,6.547782898,0.881813586,0,2.082621295,12156685,18.643,0,50.808,4822.835,0,0,5.225978688,147,0,26.23766078,-14.67929691,34.5282402,17.661,3.475407713,2867.333333
Albania,1988,40.76642336,25.3045,25.16965,0,3.075,2.293062531,-9,0.912529649,16.38229012,81,7690,1013.629008,54.30811764,1.334567619,0,19.21801543,11287.81963,0,0,39,1.56E-06,6.606670493,71.853,95.93863978,98.83120696,0,22.652,1.184041594,6.681117058,11.46919537,2.020035982,0,2.498837406,3194854,111.133,4.91,96.228,15676.68,530.4848333,0,13.35086973,16.66,3238396691,138.5837104,-2.835725306,12.34991932,35.89,3.251172764,7326
Algeria,1988,16.2977487,22.90644,24.50904,0,5.263,3.492414075,-9,0.869549986,15.50786788,23.89999962,15790,1833.152878,76.23031739,1.500884466,0,22.60371939,16247.95879,2.56,32.67,45.5,9.060963496,3.826979825,66.072,0,0,0,18.95566667,0.428799987,9.806334496,13.78124619,5.940273285,0.339834386,2.685032631,24035237,10.091,24.55,79.411,619.36865,192.6752445,0,45.25581817,33,44060263881,99.80270729,-7.095851506,18.18716621,50.4382,4.330997448,83941
American Samoa,1988,20,0,0,1.559312382,0,0,0,0,0,0,180,0,0,0,0,0,19415.74068,0,0,0,0,0,0,0,0,0,0,0.772300005,0,0,0,0,3.704726859,44048,221.347,0,0,0,0,0,0,51.45,0,0,0,0,79.6736,4.507705151,0
Andorra,1988,40.42553191,25.98477,25.74523,0,0,7.165023448,0,0,0,0,160,15517.49469,1433.020707,17.06003868,0,0,82553.14082,0,0,4.05,5.936126283,27.23584776,0,0,0,0,0,2.549,0.726512909,1.060996175,0.39156726,0,1.467842677,50236,107.342,0,101.506,0,0,0,0,7.1,779536863.3,2105.490543,0,12.65543461,94.8908,1.37367347,513.3333333
Angola,1988,46.04154969,21.01375,20.70945,0,7.194,0.523452467,-7,0.548945374,33.02192685,79.59999847,597280,392.7728072,41.61213011,0,0,22.13502441,8185.589705,0.6,44.74,127.4,2.291487833,1.292659027,41.05,0,0,0,17.09,0.068822702,48.2061882,84.50010681,13.677001,0,2.446957916,9799680,7.86,70.21,71.1465,18252.035,53.38468315,0,0,187.6666667,8455508856,50.46912676,10.88690243,68.28264618,34.4216,6.481766193,5129.666667
Anguilla,1988,0,0,0,0,0,3.441873742,0,0,0,0,0,0,0,0,0,0,34817.23255,0,0,0,0,0,0,95.40709812,99.11373708,0,0,0,0,0,0,0,0,7575,83.242,0,0,0,0,0,0,53.35,0,0,0,0,0,0,45.22222222
Antigua and Barbuda,1988,29.54545455,24.05364,25.35149,0,2.062,4.563659864,0,1.629686859,78.73545272,0,100,8651.250708,301.9265977,0.092391158,0,90.28737993,31275.68069,0,0,13.55,12.14881435,27.15930476,70.907,0,0,0,0,0.717288985,7.484961987,12.66622734,2.550779104,0,-1.33304663,62669,141.785,0,98.332,768.89705,0,0,0,73.66666667,542165230.6,455.5527515,-11.55192722,7.480210304,35.264,-1.103086417,286
Argentina,1988,46.54527915,25.84428,24.71734,0,3.037,3.828091095,8,1.508437105,9.531612973,36,318610,6360.588619,337.4737866,7.926679473,0,6.211845636,26536.77433,1.58,35.285,26.2,388.491339,10.26658765,71.156,93.91285971,96.88254343,0,27.52966667,3.032000065,5.935135,10.01537,1.906438,0.685931193,1.458244281,31729130,11.412,7.688,106.553,28583.89,346.8892578,6.247713,14.19743288,64.97142857,2.02E+11,589.6323525,3.319767337,9.744612,86.2056,1.910745315,121462
Armenia,1988,49.51544944,24.17219,26.21834,0,2.566,1.223366511,-6,0.811102067,26.24359333,88.69999695,3040,806.6710134,23.76120382,2.45954213,0,50.74939783,8754.997491,2.14,35.22,49.6,119.8649039,3.126012874,68.331,0,0,0,25.414,3.762700081,3.210839272,6.001464367,0.852436304,0,1.532431958,3510439,117.8,27.71333333,102.018,2251.3887,547.3746067,0,15.65908219,49.38,2520627453,68.77010502,-24.5058045,11.5320797,67.2886,1.630862578,3864.666667
Aruba,1988,11.11111111,0,0,0,2.291,10.02690945,0,0,120.5732437,0,4,15394.32469,0,0,0,141.8482294,63757.22791,0,0,0,4.323309122,18.8528014,73.378,97.29125212,99.02641305,0,26.11866667,0,0,0,0,0,-1.238431112,61069,339.272,0,97.74533333,0,0,0,0,44.92,940116014.2,0,-21.27498559,0,50.3494,-1.268615595,612.3333333
Australia,1988,61.47677128,25.60001,24.60343,0.190538787,1.831,15.7339212,10,4.770742248,15.9524323,63.29999924,1549200,16832.69865,1771.000618,7.074119703,11.43999958,16.49983067,67524.57235,0,0,8.4,7.584514449,30.88848317,76.35,0,0,2,31.46366667,2.1,1.985405,2.376121,1.605079,1.804219498,1.636206554,16596096,2.144,0,99.02975,32938.845,2189.41031,16.56287,23.76498065,20.3,2.77E+11,2643.658054,-0.699582325,17.11175,85.424,1.622160069,261121.6667
Austria,1988,42.83808369,25.19333,24.18901,0.485253636,1.447,7.013105468,10,3.204562182,34.35466515,61.5,38380,17920.57394,2659.737802,8.006911807,14.48999977,34.46804162,73113.53307,3.345601218,23.04538597,8.9,1.526854868,33.70645887,75.41,0,0,1.299999992,36.138,2.1,1.180816,1.391891,0.9677374,1.388674303,0.14157085,7605095,90.69,0,93.133,10103.815,1489.256333,18.10465,19.89441673,20.892,1.36E+11,3499.755298,-0.161451002,17.87066,65.6854,0.202181066,53335.33333
