Country,Year,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Azerbaijan,1988,56.05581337,24.78894,26.61775,0,2.964,5.02058546,-6,1.757272733,53.86519494,87.69999695,9360,1026.579299,16.80687682,2.479389862,0,48.94115273,9552.343613,0,0,75.3,228.0577871,5.862177514,65.567,0,0,0,23.08766667,3.963500023,3.877172,5.252428,2.628713,1.187460191,1.597500951,6989708,80.713,2.81,98.9904,4652.3771,1296.938435,3.382449,15.85377533,34.6,8460851749,92.5656999,4.92404222,16.18327,53.6486,1.691116731,40742.53333
Bahamas,1988,1.198801199,25.14778,26.93211,0,2.683,6.22451083,0,2.109684532,52.45768241,77.09999847,5150,19685.36145,584.4697647,2.269428499,0,53.37738698,45099.86843,0,0,21.5,1.4843122,15.82173767,70.316,0,0,4.900000095,21.78133333,0.973718798,22.86083541,36.43335342,9.057776451,0,1.701067218,247409,17.827,0,99.69375,93.8745,0,0,14.7260195,52.4,4870335592,1288.251938,-0.902307169,22.00443649,78.5724,2.509699717,1540
Bahrain,1988,11.5942029,24.86604,26.01177,0.624426635,4.002,26.31491642,-10,8.821558081,95.33798079,31.10000038,4.6,9592.071454,420.1869333,1.501811775,0,77.49443465,37142.41457,0,0,20.1,2.009420405,20.10141682,71.967,0,0,0,22.69233333,1.016366106,0.6598907,1.02339,0,0,3.53257932,462184,665.971,0,99.858,354.68085,3500.216706,4.086654,4.903385928,18.02,4433301953,609.12498,17.84354613,12.1864,87.746,3.757343384,12162.33333
Bangladesh,1988,80.10294231,20.23497,18.71761,0,4.932,0.135362306,-5,0.115178319,5.627374429,64.19999695,14680,271.1057719,32.84658365,0.168514829,0,12.69900204,1518.08948,4.216666667,24.91,106.9,7.600678225,0.923358586,58.97,0,0,0,19.02233333,0.188749999,9.665283203,13.84824753,5.428161621,0.018438509,2.666632774,100062322,694.887,88.3475,71.89,13362.2731,8.737415092,0,8.464810448,138.25,27127473044,0,-7.071627607,17.75008774,18.885,5.148868134,13544.66667
Barbados,1988,44.18604651,24.84265,27.32443,0,1.765,3.672060896,0,1.389161576,48.71256995,84.80000305,80,8533.743123,453.2519704,15.73404533,0,48.24148271,28280.18561,0,0,17,0.10962081,30.16578564,70.589,0,0,8.933333079,26.69433333,0.610066071,11.5957593,24.49023438,5.092540264,0,0.396326626,257621,599.119,0,105.4784286,311.072,0,0,33.15248161,47.75,2198471437,688.9498498,0.471087248,12.862216,34.0214,-1.499674503,946
Belarus,1988,45.20675219,24.96638,26.11377,0,2.008,6.409661261,-6,2.851259424,60.73419489,94.09999847,82730,1537.911394,118.1910966,3.036504492,0,64.71436011,13604.76659,4.47,19.2,14.3,271.396524,8.362749461,71.89,0,0,0,31.90866667,3.512399912,5.150649,6.938704,3.459333,2.809998915,0.286405787,10177584,49.025,0.19,99.926,5633.72,530.6711478,13.02791,19.91854176,39.066,15205455427,169.8737038,-3.980165217,15.96307,64.3218,1.58456039,64387.4
Belgium,1988,45.75077058,25.37574,24.94046,0.193559718,1.565,10.14037745,10,4.771276323,64.5896625,59.09999847,6670,17675.34605,2324.149193,8.88487011,14.72000027,62.24516056,47111.64021,3.420784834,28.06096746,8.9,2.168990159,30.22596694,75.66,0,0,7.699999809,36.17966667,3.1,1.522966,1.702272,1.349306,0,0.317926245,9895654,324.15,0,100.764,1858.9,1725.624195,12.48499,26.12881195,11.72,1.75E+11,3067.191684,2.344397832,17.62222,96.1982,0.410902587,100345.6667
Belize,1988,5.0416484,25.01621,26.69127,0,4.671,1.385554666,0,0.548478415,62.01968879,24.20000076,14890,2080.996636,90.45181153,0.02113616,0,67.84693554,8185.31094,0,0,39.1,4.238187856,5.755797533,71.368,0,0,6.199999809,17.79633333,0.471599996,30.81897951,50.97922134,4.998919964,0,2.59169419,179952,7.836,23.84,93.8425,119889.9069,0,0,19.74076545,91.775,374308256,155.309561,-5.827246745,42.74856186,47.8466,2.193712935,249.3333333
Benin,1988,19.9783041,21.12584,21.66026,0,6.858,0.124826389,-7,0.360398483,13.80373921,49,50610,313.3009231,11.0225693,0.081484321,0,32.08308881,2445.802831,0,0,113.3,-0.610506875,0.814870479,52.188,27.24525033,39.87661252,0,18.86233333,0.050577085,15.81544971,25.1135273,6.864229202,0,2.769768491,4494242,39.906,0,63.8845,6809.9352,18.48614747,0,16.79890514,121,1408050167,23.07083799,-18.2793496,25.50226974,33.0094,5.030246781,561
Bermuda,1988,20,26.06962,28.54996,29.46040054,0,10.99701776,0,0,26.34129685,0,10,44900.32535,0,0,0,36.13927456,102757.0975,0,0,0,4.893013972,51.02341563,0,0,0,0,0,0,0,0,0,0,1.545095018,59016,1113.509,0,103.54625,0,0,0,0,25.63333333,2635649098,0,-9.797977707,0,100,1.545095116,649
Bhutan,1988,9.787234043,21.76646,20.79601,0,5.994,0.203357995,-10,0.280199253,28.07272324,30.89999962,31410,419.6240553,43.99881312,0.125439808,0,53.25230461,3070.933299,0,0,99,6.891237597,3.369309548,50.909,0,0,0,19.31733333,0.051,5.696219921,7.370391369,4.020005703,0,3.152222728,540918,11.509,0,63.09125,237213.775,0,0,7.950942685,56.33333333,224258402.5,55.32906831,-22.8156348,17.9458847,15.0092,7.854237875,110
Bolivia,1988,32.53946275,23.25603,24.24057,0,4.989,0.677041509,9,0.362421446,18.76744692,49.40000153,600910,839.410684,38.48795998,19.72303012,0,23.13880521,5601.886454,0,0,90.5,18.1847331,4.64469234,57.664,77.96600985,92.19019711,0,19.13466667,0.48229222,4.380421162,7.410184383,1.503151178,0,2.223768093,6363470,5.792,31.385,98.0605,114955.4432,106.0166311,0,15.0163488,86.93333333,5341564705,60.92454188,-4.371358293,19.60947037,53.5538,4.130778079,4308.333333
Bosnia and Herzegovina,1988,42.34901961,25.43763,25.34825,0,1.836,4.740402242,-5,1.137218501,31.40396935,89,21850,1601.685372,133.8706929,3.013773716,0,78.69141101,8469.344548,2.77,27.41,18.6,5.465613727,12.80676448,70.088,96.66309845,99.79393031,0,27.56366667,1.520099998,0.0592612,0.038783,0.0793552,0,1.623571439,4349682,84.96,0.34,101.787,9457.69,807.4510991,8.139623,19.995827,21.175,5909613155,237.0171807,-47.27023881,3.761750937,38.585,2.487732573,17678.46667
Botswana,1988,45.89487057,19.98147,24.16157,0,5.036,1.242750621,7,0.873450789,70.52194053,50.20000076,125350,2055.763766,228.3344542,0.497896847,0,43.9296497,13919.31892,0,0,39.1,22.69705947,3.153752526,63.591,0,0,0,17.89833333,0.200499997,24.19230652,38.85057068,10.64133835,0,3.115401495,1301146,2.237,0,106.897,12421.6035,48.82470624,0,21.46588053,58,2674752123,316.0878725,26.59229083,26.70654106,35.8494,11.98206496,1617
Brazil,1988,28.09731636,23.38452,24.51057,0,3.039,1.449049079,8,0.986818647,10.88821671,40.09999847,5459430,3513.999487,168.8510596,10.61956686,4.133333445,5.692538049,15314.64768,0.86,48.55,55.4,651.1138556,11.24761857,65.667,84.90186763,93.19646803,0,21.38866667,1.185299993,16.99093,31.43268,2.898671,0.449366004,1.871804856,144470377,16.968,26.63,101.5323333,67522.315,278.0951579,3.800639,14.08522187,79.7,5.08E+11,396.807973,5.195678665,21.88133,72.298,3.00128885,209344.6667
British Virgin Islands,1988,0,24.20123,25.62572,0,0,3.117505995,0,0,0,0,0,0,0,0,0,0,9922.776821,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15290,101.258,0,0,0,0,0,0,46.36666667,0,0,0,0,0,0,47.66666667
Brunei,1988,2.277039848,23.44076,22.98447,0,3.668,23.98746704,0,5.730618325,74.18211695,49.59999847,3970,20180.5187,577.0758272,6.046940029,0,33.3850131,105299.6046,0,0,9.9,-7.66907225,22.00380965,73.015,0,0,0,21.62833333,0.731056912,0.915056646,1.188714147,0.646131814,0,2.81079344,238305,41.337,0,99.672125,45599.09,1288.313601,0,0,28.92,4809118509,683.2642429,40.79710385,16.59905243,64.4006,3.929124961,5716.333333
Bulgaria,1988,55.69917744,25.72108,25.70526,0,1.899,9.787576867,-7,3.488292754,45.56566577,92.5,33750,1845.420097,130.0654579,4.336613325,0,45.89608482,16358.02108,0,0,17.8,-5.389736036,15.90808776,71.4,0,0,6.400000095,34.765,3.089699984,2.4604,3.469331,1.47888,1.248098836,0.112372424,8917563,80.402,0,99.427,2470.67,1106.29711,10.07919,19.73881829,75.6,16570469409,216.3434888,-0.330419051,11.83776,65.6622,0.658160122,87281.33333
Burkina Faso,1988,34.95614035,20.29278,20.0482,0,7.064,0.062648517,-7,0,10.99870019,82.80000305,62480,173.3623974,10.64613718,5.340215231,0,27.13098209,1915.737128,0,0,103.5,3.408556605,0.349583993,49.545,12.84816893,19.41415165,0,17.563,0.035643024,22.51925087,37.23192215,8.741400719,0,2.645128781,8837666,32.254,0,66.61942857,1761.72,0,0,12.18425259,130.75,1532118965,20.47702477,-16.1322819,33.69688034,13.2226,4.910704286,553.6666667
Burundi,1988,83.52803738,21.23035,19.88693,0,7.572,0.048235568,-7,0,12.59077007,96.09999847,1980,182.5993009,3.781681628,4.472863438,0,25.95318326,1257.179573,3.41,26.59,101,3.491222705,0.2474225,48.254,73.12574578,81.1082129,0,17.31,0.034775153,44.77554703,83.66162109,10.02048969,0,2.950485065,5321108,191.173,95.18,77.21,2805.82425,0,0,14.28089027,25.66666667,971630600.9,10.80085041,-13.36241319,43.82777786,5.851,6.60560827,256.6666667
Cambodia,1988,23.51008384,19.83981,20.01792,0,5.941,0.050755703,0,0.2610338,37.98366338,84.5,115460,362.5250825,8.288504245,0.104734986,0,41.80482507,1505.375302,3.07,34.87,85.2,4.345153809,0.285819761,54.404,75.59824875,85.42712108,0,18.55633333,0.130511325,21.61433411,39.19595337,6.462769032,0,3.604377629,8885701,49.083,59.68,86.58466667,56440.783,25.91406673,0,9.336230691,46.25,4710434509,29.69465759,-7.261492866,22.96832657,14.9,5.796004514,451
Cameroon,1988,19.4834042,22.39403,22.54006,0,6.572,0.192365081,-8,0.413672798,16.03297487,64.40000153,221160,764.9579675,8.730404862,1.794246638,0,15.96163399,4822.649174,2.5,38.68,84,0.813898665,1.542731831,53.415,54.81268528,75.95765932,0,18.59,0.095374774,19.00482559,30.20295334,8.103664398,0,2.959464839,11493770,24.175,51.78,81.367,30825.37,29.71938068,0,9.753700886,132.3333333,9537932265,42.06334001,0.07134088,29.70799255,38.287,4.76478209,2211
Canada,1988,7.455646939,25.94492,24.93661,0.752069208,1.599,16.11905076,10,7.855536271,26.72379766,73.19999695,3101340,19659.67026,2038.784625,10.79141558,13.77000046,25.95311649,55124.82908,2.627447039,24.78585623,7.2,4.489146489,40.27025797,76.93,0,0,0.699999988,30.80766667,2.1,1.804504,2.391124,1.236879,2.893770118,1.291064804,26943398,2.702,0,99.195,116058.495,4485.837869,16.73107,14.13876212,15.001,5.29E+11,2894.329644,0.770681168,14.91678,76.4908,1.350697593,434302
Cayman Islands,1988,8.333333333,0,0,39.29881622,0,9.684061056,0,0,0,0,130,0,0,0,0,0,91088.90358,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,5.345919411,23475,88.92,0,111.789,0,0,0,0,67.2,0,0,0,0,100,5.345919411,227.3333333
Central African Republic,1988,8.035570965,20.83262,20.33582,0,5.868,0,-7,0,0,75.30000305,229030,0,0,0.176911497,0,25.64985435,1675.54541,0,0,0,0,0,47.082,33.62442222,48.20232916,0,19.71566667,0,36.04470825,62.6178627,11.91830063,0,0,2807768,0,0,0,59894.43,0,0,6.214223404,116,0,0,-10.38093082,40.31264496,0,0,0
Chad,1988,38.30209657,20.41912,19.71453,0,7.238,0.011690296,-7,0,15.0191433,53.70000076,123170,194.8745103,5.883628815,0,0,30.1042396,2132.528121,0,0,115.5,9.361930419,0.528875728,46.299,27.01782429,39.61523737,0,18.313,0.026853786,23.82643318,39.89586639,8.434020042,0,3.157842073,5645708,4.397,0,51.0958,8865.735,0,0,0,176.6666667,1100204582,18.64884011,-15.08509631,35.50316238,20.3982,4.1748501,66
Channel Islands,1988,42.10526316,0,0,0,1.452,0,0,0,0,0,8,42608.26284,0,0,0,0,0,0,0,0,3.844944464,0,75.074,0,0,0,36.59533333,1.238315344,0,0,0,0,1.066190592,137856,706.954,0,0,0,0,0,0,11.33333333,6246111092,0,0,0,31.568,0.787815112,0
Chile,1988,21.72609041,24.96211,24.91001,0,2.649,2.114463875,-1,0.918669305,34.24779743,40.90000153,158340,2771.190084,203.6419837,3.868834788,0,27.25322869,11701.57121,1.345,44.51,18.1,22.67308162,16.55958693,72.909,96.47007241,98.79077329,1.799999952,24.00366667,0.687711238,3.198202,5.758999,0.7794,0.440730365,1.698727057,12733409,16.829,7.123333333,99.863875,80209.055,198.2605073,6.683019,17.80705408,67.94285714,35286696752,494.1152769,6.994568737,7.564488,83.0122,1.85472938,26924.33333
China,1988,56.03950503,21.81317,22.08346,0.000290632,2.745,2.133840102,-7,0.721109457,14.83316445,85.30000305,1770000,373.4945008,33.44500659,18.69326455,0,16.14518485,4071.244432,0,0,42,12.08219508,7.946294135,69.032,90.92021038,98.85873002,0,24.515,1.470000029,2.056675196,2.817698002,1.261937857,0.09801239,1.610071086,1110339206,115.697,67.4875,83.41,2810.4231,17.64975464,0,6.780145136,24.5,4.11E+11,74.13962871,-1.312020405,20.96404076,25.0148,4.504262872,2369286.333
Colombia,1988,40.81388013,22.84228,24.43749,0,3.211,1.643225515,8,0.726331069,16.28968816,58.20000076,615090,2205.628897,172.7237624,6.35277707,0,13.86030032,10093.62541,0.855,45.08,30.5,27.75539932,9.314060267,68.058,92.46303826,97.65852742,0,19.84833333,0.873099983,60.95803,116.358,8.262029,0.281011805,2.033521816,31913250,28.021,20.69,101.977,74557.97,348.3443408,4.796666,11.42407461,93.95,70388786389,249.2739433,2.429387843,14.64471,67.1952,2.840997253,52440.66667
Comoros,1988,68.27956989,21.30362,21.27295,0,5.928,0.149452819,-7,0.05432386,17.98498354,72.40000153,80,426.3478491,13.21327058,0.22213077,0,41.77131254,2675.02096,0.91,55.19,92.4,1.937300671,1.533022595,55.078,58.20423375,70.94938792,0,18.27133333,0.163499996,11.28646374,17.59652138,5.256560802,0,2.495410929,417077,224.114,64.98,84.226,3146.8,0,0,0,61,177820706.8,20.52643722,-23.786329,18.19371986,26.909,4.295302032,62.33333333
Cook Islands,1988,0,0,0,0,0,1.249077386,0,0,0,0,0,0,282.2686805,0,0,0,0,0,0,21.7,0,0,0,0,0,0,0,0,0.840270817,1.558404207,0.082259342,0,0,0,74.631,0,0,0,0,0,0,0,0,307.2372298,0,8.616690636,0,0,22
Costa Rica,1988,48.2373678,24.26875,24.2835,0,3.323,1.008263371,10,0.621988325,29.3484766,40.90000153,23760,3008.202118,258.0176378,32.7644284,0,31.57329721,11336.93302,1.38,34.905,15.4,20.73304661,11.94494602,75.263,93.74861454,97.38144492,0.800000012,20.844,0.880599976,4.67652,8.453704,1.070637,0,2.637047728,2916566,57.076,10.71,99.855,46820.195,724.9327176,5.369695,15.72456601,88.3,8773620017,361.5385912,-2.224820606,15.50634,48.635,4.765008662,2940.666667
Cote d'Ivoire,1988,58.86792453,21.47739,21.88209,0,6.619,0.783229371,-9,0.470472156,30.48812849,47,103280,696.8595185,11.33427016,7.463669342,0,27.89014303,4098.393582,2.82,28.46,104.6,-0.380926012,0.747288466,52.793,34.13927836,48.50847665,0,18.362,0.096637073,62.40543747,103.4381027,18.19398117,0,3.476143683,11694318,36.266,35.11,62.65733333,9985.135,45.95144265,0,15.3768237,131,8149254167,46.29434143,2.597985467,62.63657379,38.771,4.219141082,9159.333333
Croatia,1988,28.50072907,25.53267,25.07624,0,1.791,4.47762669,-5,1.778515054,44.44154695,78.09999847,18850,5432.3951,546.1476519,8.636873331,0,48.17914431,27136.09454,4.5,19.42,12.8,122.6363915,22.26486616,71.955,0,0,9.100000381,34.00833333,2.092799902,1.907387,2.480418,1.319598,0,0.358008152,4488560,79.39,0.06,101.461,22989.13,1228.467378,14.20292,21.08847887,17.14,22828329411,646.0526579,-3.818211368,18.44496,53.3398,1.015586016,20203.33333
Cuba,1988,63.20297952,23.43399,24.84021,0,1.81,3.437289989,-7,1.640942073,32.02714236,49,24350,3484.169287,250.4935075,16.62867826,0,43.10957042,15199.95471,0,0,12.3,1.233220732,5.480279077,74.616,0,0,0,27.01133333,2.999900103,5.131976,7.619474625,2.604709875,0,1.064888762,10366500,93.509,0,101.368,3884.3515,296.549107,15.39984213,0,70.78333333,36118640909,269.6095463,-11.08242806,12.910018,72.3916,1.738779196,35632.66667
Cyprus,1988,17.53246753,25.77662,24.53225,0.022809631,2.442,5.605557223,10,1.642095173,48.07856028,59,1720,9546.713846,487.8262289,10.02600961,0,53.50468535,31359.52048,0,0,10.3,3.193691911,18.42375967,76.23,94.3624702,99.62139416,0,28.42166667,1.782968359,1.05182815,1.5388545,0.59784475,0,1.79420073,736531,79.616,0,100.7855,1191.0415,545.1007126,1.347489,41.79559887,11.6,5342713390,1189.450454,-5.42612507,13.647245,65.9368,2.432601121,4128.666667
Czech Republic,1988,55.23052544,26.66796,26.71264,0,1.905,0,-7,0,0,89.09999847,26370,0,0,10.69192015,3.799999952,63.46998231,33289.95446,5.41,17.64,0,0,0,71.78,0,0,3.166666707,34.53533333,0,0.8119857,0.8850303,0.75225,0.956920053,0,10299711,0,0,0,0,860.266077,12.12006,15.599102,52.076,0,0,-0.668298467,9.893667,0,0,0
Denmark,1988,65.74663836,24.65583,23.84211,1.981199891,1.559,10.70915342,10,3.642003651,34.30615851,86.40000153,4860,23634.09096,3410.736777,13.45060886,15.07999992,32.02372565,49662.28944,0,0,7.9,3.932904414,42.24171775,74.89,0,0,1.5,35.21966667,2.4,1.164694,1.106152,1.211287,1.858027707,0.048593386,5122098,118.859,0,100.322,1181.83,1938.543434,14.34827,32.1352274,9,1.21E+11,4053.659427,2.282432863,12.6323,84.6462,0.164909581,54853.33333
Djibouti,1988,56.12597066,21.89558,22.70629,0,6.174,0.73205078,-8,0.167561588,38.77377364,69,60,860.6400104,33.21649415,0,0,57.93477586,5485.846661,2.37,27.84,95.6,4.393596772,0.816745986,56.271,0,0,0,17.76533333,0.179031627,3.778978348,7.11514473,0.492775142,0,7.603876314,500876,21.589,0,71.86,1079.35,0,0,0,26,617158088.2,51.07820774,-19.16100222,34.83585358,75.2424,7.875101718,366.6666667
Dominica,1988,24,22.95088,26.12208,0,0,0.766657374,0,0.564505623,54.64358625,0,470,3755.453726,166.2659969,4.350242473,0,68.78429838,12875.30998,0,0,13.9,4.814980936,20.36499386,0,0,0,0,0,0.321423332,9.842386246,16.15522575,3.811512232,0,-0.867428499,71740,95.526,0,106.3838571,0,0,0,0,69.8,269416250.3,251.4567432,-14.14071213,6.593111038,67.048,-0.368033014,55
Dominican Republic,1988,54.5736755,23.32603,23.73575,0,3.613,0,6,0,0,31.70000076,19720,0,0,3.203416974,0,41.74730634,5718.449333,1.47,39.95333333,0,0,0,66.803,0,0,0.300000005,18.92533333,0,11.50527959,33.72280502,3.549872398,0,0,6907171,0,0,0,3544.21725,275.5008276,0,13.91106888,121.92,0,0,-8.726575539,49.18263245,0,0,0
East Germany,1988,0,0,0,0,0,20.83181463,-9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16384470,0,0,0,0,0,0,0,0,0,0,0,10.67829,0,0,337491
Ecuador,1988,27.90781679,24.1838,25.4516,0,3.955,1.763566133,9,0.630017305,27.03980831,36.29999924,118410,1312.864388,43.33071278,4.888617895,0,32.30701557,13984.49819,0,0,47.4,-7.729995232,5.037582097,67.791,0,0,0,19.85666667,1.111221148,23.2985628,45.85307312,4.546875477,0.426748284,2.425714131,9792658,34.535,25.365,100.306,53279.77,172.1750536,0,25.20223488,97.66666667,12856431950,141.9515677,-5.26720726,15.46362114,53.54,3.883808728,17270
Egypt,1988,2.592797227,24.98559,26.86903,0.005549869,4.684,1.369096215,-6,0.530015439,17.31838725,25.89999962,590,1085.777682,29.32369244,0.625556149,0,35.16112947,7913.244946,4.03,27.19,68.9,13.6530381,5.965849542,63.692,46.89188063,62.12492662,0,19.385,1.398681958,1.02535214,1.576479358,0.471993353,0.404932825,2.355546649,54433720,54.355,20.37,75.252,1279.425,211.813395,0.11165855,16.27491985,50,59102918306,71.07711598,-17.84274222,0,43.662,2.145058789,74525
El Salvador,1988,67.90540541,24.23836,24.64966,0,4.148,0.47621204,6,0.457306923,15.81068184,62.09999847,3320,1524.364234,89.2079404,5.019166212,0,22.28502252,8285.136372,0.94,39.43,50.5,3.906488536,3.635946713,63.559,79.30676893,89.95603307,0.600000024,18.929,0.647300005,40.22982685,75.7041626,9.278216362,0,1.266765729,5189565,246.641,18.31,101.542,5685.6085,120.0930797,0,12.65604925,111.9,7910787275,179.1981626,-6.474340679,36.22414017,48.1942,2.350338275,2471.333333
Equatorial Guinea,1988,11.90730838,21.19979,20.75175,0,5.891,0.302346168,-7,1.291976521,40.17430365,42.5,17430,578.4813335,140.4874266,0,0,81.82523976,2020.809488,0,0,128,2.580831584,0.932094983,45.855,88.30830111,97.13136729,0,19.39133333,0.237555557,28.29985428,46.38611221,11.02255344,0,3.139233027,351694,12.538,0,81.335,85061.895,0,0,0,126,203447349.5,253.1731581,-41.6509361,40.30931854,32.823,6.110774228,106.3333333
Eritrea,1988,74.10891089,20.17161,19.24402,0,6.519,0.133691393,-6.5,0.219716708,13.19720442,57.29999924,15760,167.7889085,4.097317115,0,0,60.00597968,1025.251116,0,0,98.2,18.7334616,1.339434402,46.815,0,0,0,17.164,0.04,20.3461647,34.63286591,8.121097565,0,2.648298466,3046674,25.907,0,76.0585,0,15.00215295,0,0,76.66666667,647001543.1,8.92216736,-46.80877526,21.64807129,15.5712,3.385700286,535.3333333
Eritrea and Ethiopia,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47584614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,1988,23.78862939,24.75588,25.41911,0,2.121,13.31963639,-6,3.918384987,72.6491803,87.59999847,22430,4864.360759,386.1488799,14.54393253,0,74.24182807,20993.92759,4.2,18.41,17.6,9.678676434,31.20551765,70.98,99.76719592,99.77050199,0,34.562,3.485399961,5.737007,8.492346,3.111175,0,0.621622035,1566396,34.732,0.09,101.5428,8393.8228,1069.839585,21.57967,17.24663806,45.054,6632074528,511.071505,-3.977706849,20.25184,70.9836,0.723387434,18723.46667
Ethiopia,1988,32.194,19.5922,19.19111,0,7.347,0.05908446,-8,0.30461231,5.876934985,64.90000153,137050,133.4868899,3.793129938,6.359445468,0,11.56466569,1128.747639,3.87,25.43,125,3.106075663,0.155575434,46.079,35.9,49.9,0,17.58333333,0.0308,25.66409874,43.76865768,8.355026245,0,3.229835486,45240322,40.967,86.41,65.763,0,5.740134087,0,8.139972284,86,6090215653,7.393781418,-5.6877307,28.66166496,12.1538,5.170579293,2673
Faeroe Islands,1988,2.158273381,0,0,0,0,11.14629512,0,0,0,0,1,23224.09863,0,1.272619516,0,0,0,0,0,0,0,44.33469466,0,0,0,0,0,0,0,0,0,0,1.206317988,47370,33.86,0,0,0,0,0,0,20.825,1062339944,0,0,0,30.6628,1.094192814,528
Falkland Islands (Malvinas),1988,0,0,0,0,0,21.17235345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,40.33333333
Fiji,1988,20.79912425,23.40989,25.11844,0,3.465,0.766052395,-3,0.81308555,54.29580045,28,9800,1625.302029,87.63823696,3.526131776,0,51.14638448,6000.163836,0,0,27,7.328014536,5.49355884,65.054,0,0,0,19.44866667,0.47170795,0.692033589,1.27671659,0.088665761,0,0.154528932,722753,39.551,0,100.777625,45641.073,0,0,21.66438839,47.12,1174691917,109.9720031,3.149415974,3.965080738,40.3758,1.695977578,553.6666667
